label,area,centroid-0,centroid-1,mean_intensity,z
1,21.0,3.2857142857142856,123.80952380952381,250.28571428571428,7
2,629.0,103.78696343402225,71.84101748807632,274.1669316375199,7
3,134.0,190.544776119403,42.24626865671642,311.95522388059703,7
1,162.0,3.0925925925925926,117.95061728395062,289.6358024691358,8
2,2012.0,97.07604373757455,74.41600397614314,311.48558648111333,8
3,646.0,192.64241486068113,37.96594427244582,357.1702786377709,8
4,13.0,200.3846153846154,117.07692307692308,274.9230769230769,8
1,236.0,3.957627118644068,117.62711864406779,333.978813559322,9
2,2535.0,96.09191321499014,71.42564102564103,336.74714003944774,9
3,1001.0,192.10189810189812,40.00799200799201,396.94305694305694,9
4,221.0,199.34389140271495,118.08144796380091,298.9547511312217,9
1,526.0,6.714828897338403,115.93536121673004,357.49619771863115,10
2,4362.0,99.24117377349839,74.65703805593765,350.84548372306284,10
3,1167.0,190.61868037703513,41.91345329905741,432.9674378748929,10
4,473.0,198.24735729386893,118.35095137420718,319.77167019027485,10
5,132.0,162.02272727272728,144.03030303030303,294.79545454545456,10
1,739.0,8.193504736129904,115.65493910690122,388.3491204330176,11
2,5037.0,101.82092515386142,76.4117530275958,364.34325987691085,11
3,1103.0,188.99184043517678,42.39709882139619,477.4451495920218,11
4,530.0,197.79622641509434,118.0056603773585,339.68679245283016,11
5,225.0,162.92,143.38666666666666,317.9111111111111,11
1,868.0,9.081797235023041,114.40207373271889,409.4481566820277,12
2,5422.0,101.7133898930284,76.1198819623755,381.4352637403172,12
3,1065.0,189.06291079812206,42.815962441314554,534.2948356807511,12
4,627.0,196.95693779904306,119.21690590111643,357.5422647527911,12
5,360.0,161.97222222222223,141.87777777777777,329.3222222222222,12
1,976.0,10.180327868852459,112.14651639344262,424.4149590163934,13
2,5928.0,100.69180161943319,75.31983805668017,398.4488866396761,13
3,1144.0,190.27797202797203,45.00437062937063,560.4440559440559,13
4,614.0,197.3013029315961,119.34690553745928,378.40065146579803,13
5,929.0,154.64693218514532,138.44133476856834,337.783638320775,13
